order_in_orders,order_status,order_purchase_timestamp,order_delivered_customer_date,order_in_items,itemid,price,order_in_payments,paymentid,payment_without_items
0b398dbb3e7c81005f3c69b01488c4c9,unavailable,2017-09-27 20:51:53,,,,,0b398dbb3e7c81005f3c69b01488c4c9,0b398dbb3e7c81005f3c69b01488c4c93,16.14
0b398dbb3e7c81005f3c69b01488c4c9,unavailable,2017-09-27 20:51:53,,,,,0b398dbb3e7c81005f3c69b01488c4c9,0b398dbb3e7c81005f3c69b01488c4c99,24.8
0e6b2d0fe443a6d38c0f6447f4eb2262,unavailable,2017-11-03 20:44:04,,,,,0e6b2d0fe443a6d38c0f6447f4eb2262,0e6b2d0fe443a6d38c0f6447f4eb22621,108.6
ed3efbd3a87bea76c2812c66a0b32219,canceled,2018-09-20 13:54:16,,,,,ed3efbd3a87bea76c2812c66a0b32219,ed3efbd3a87bea76c2812c66a0b322191,191.46
5ae7a6fa175ab7b180b6c0142e5466e9,unavailable,2017-02-03 16:08:21,,,,,5ae7a6fa175ab7b180b6c0142e5466e9,5ae7a6fa175ab7b180b6c0142e5466e91,105.14
e744792a1abc89d92d36e086697eaf97,unavailable,2017-03-06 21:28:55,,,,,e744792a1abc89d92d36e086697eaf97,e744792a1abc89d92d36e086697eaf971,465.88
3c3df3dd2afaabb39a53131f9ce98116,unavailable,2018-01-25 14:52:00,,,,,3c3df3dd2afaabb39a53131f9ce98116,3c3df3dd2afaabb39a53131f9ce981161,463.9
90eaac01afdf4e531a70ad869e092c75,canceled,2018-06-05 15:15:24,,,,,90eaac01afdf4e531a70ad869e092c75,90eaac01afdf4e531a70ad869e092c751,234.43
10a045cdf6a5650c21e9cfeb60384c16,canceled,2018-10-17 17:30:18,,,,,10a045cdf6a5650c21e9cfeb60384c16,10a045cdf6a5650c21e9cfeb60384c161,89.71
fc8121263d345c1d739f85edda7be0cb,unavailable,2017-02-18 23:41:47,,,,,fc8121263d345c1d739f85edda7be0cb,fc8121263d345c1d739f85edda7be0cb1,130.0
e5882de2409ffb5a26782367e95b91ba,unavailable,2017-06-30 13:26:22,,,,,e5882de2409ffb5a26782367e95b91ba,e5882de2409ffb5a26782367e95b91ba1,1384.73
8d6342c5d498f0042ad00193ce3038c8,unavailable,2017-10-02 08:56:39,,,,,8d6342c5d498f0042ad00193ce3038c8,8d6342c5d498f0042ad00193ce3038c81,386.81
b4ec6d93789e37e779f86f3b7a9982e5,unavailable,2017-10-10 09:25:47,,,,,b4ec6d93789e37e779f86f3b7a9982e5,b4ec6d93789e37e779f86f3b7a9982e51,85.23
50503051a38d8ee049d1226032c7d82d,unavailable,2017-12-05 10:13:03,,,,,50503051a38d8ee049d1226032c7d82d,50503051a38d8ee049d1226032c7d82d1,107.78
620b0acb9258b51defbc51804c5298d5,canceled,2016-10-04 11:44:01,,,,,620b0acb9258b51defbc51804c5298d5,620b0acb9258b51defbc51804c5298d51,451.44
02e723e8edb4a123d414f56cc9c4665e,canceled,2017-08-18 14:30:19,,,,,02e723e8edb4a123d414f56cc9c4665e,02e723e8edb4a123d414f56cc9c4665e1,117.85
63802c52ced9ff923c962ecbf4b3a2a2,canceled,2017-12-03 11:32:32,,,,,63802c52ced9ff923c962ecbf4b3a2a2,63802c52ced9ff923c962ecbf4b3a2a21,420.17
ecae73914f65a01db35cc609281364ef,unavailable,2017-05-31 09:52:11,,,,,ecae73914f65a01db35cc609281364ef,ecae73914f65a01db35cc609281364ef1,154.63
a37c3175caa4465852b788987ca46d1a,unavailable,2017-10-09 19:39:21,,,,,a37c3175caa4465852b788987ca46d1a,a37c3175caa4465852b788987ca46d1a1,217.93
61bc37c42c68767e75243b8c2061f5aa,unavailable,2018-01-11 15:07:19,,,,,61bc37c42c68767e75243b8c2061f5aa,61bc37c42c68767e75243b8c2061f5aa1,111.8
6a30e349ceba14fcd64f13c3fd62aed3,unavailable,2018-03-10 01:56:16,,,,,6a30e349ceba14fcd64f13c3fd62aed3,6a30e349ceba14fcd64f13c3fd62aed31,276.99
20e297eefc937e9b79e2cf97e9faddf1,unavailable,2018-05-09 16:39:41,,,,,20e297eefc937e9b79e2cf97e9faddf1,20e297eefc937e9b79e2cf97e9faddf11,93.39
1985dcd0eb8cb683615c1d2b8f324572,unavailable,2018-05-01 14:41:25,,,,,1985dcd0eb8cb683615c1d2b8f324572,1985dcd0eb8cb683615c1d2b8f3245721,822.78
809a282bbd5dbcabb6f2f724fca862ec,canceled,2016-09-13 15:24:19,,,,,809a282bbd5dbcabb6f2f724fca862ec,809a282bbd5dbcabb6f2f724fca862ec1,40.95
b17fd4c033b06e8d888de8ea6105ef9d,canceled,2017-03-20 19:38:10,,,,,b17fd4c033b06e8d888de8ea6105ef9d,b17fd4c033b06e8d888de8ea6105ef9d1,103.1
392ed9afd714e3c74767d0c4d3e3f477,canceled,2018-09-29 09:13:03,,,,,392ed9afd714e3c74767d0c4d3e3f477,392ed9afd714e3c74767d0c4d3e3f4771,137.03
e66e29f65af321ea428495d66066e809,unavailable,2017-06-17 20:59:11,,,,,e66e29f65af321ea428495d66066e809,e66e29f65af321ea428495d66066e8091,324.01
59798edc300f7563a9bdf18b2740def9,unavailable,2017-07-05 19:06:19,,,,,59798edc300f7563a9bdf18b2740def9,59798edc300f7563a9bdf18b2740def91,14.07
59798edc300f7563a9bdf18b2740def9,unavailable,2017-07-05 19:06:19,,,,,59798edc300f7563a9bdf18b2740def9,59798edc300f7563a9bdf18b2740def94,30.0
59798edc300f7563a9bdf18b2740def9,unavailable,2017-07-05 19:06:19,,,,,59798edc300f7563a9bdf18b2740def9,59798edc300f7563a9bdf18b2740def93,30.0
59798edc300f7563a9bdf18b2740def9,unavailable,2017-07-05 19:06:19,,,,,59798edc300f7563a9bdf18b2740def9,59798edc300f7563a9bdf18b2740def92,30.0
2ddc0120a9ee5d965a08b68f6a3e2885,unavailable,2017-09-24 00:24:28,,,,,2ddc0120a9ee5d965a08b68f6a3e2885,2ddc0120a9ee5d965a08b68f6a3e28851,67.36
61839bad7238b99a645d22f47028722c,unavailable,2017-10-06 20:05:06,,,,,61839bad7238b99a645d22f47028722c,61839bad7238b99a645d22f47028722c1,91.66
f8303e6eff198d1749d04649a1eb2bb6,unavailable,2018-01-21 20:44:54,,,,,f8303e6eff198d1749d04649a1eb2bb6,f8303e6eff198d1749d04649a1eb2bb61,62.76
f8303e6eff198d1749d04649a1eb2bb6,unavailable,2018-01-21 20:44:54,,,,,f8303e6eff198d1749d04649a1eb2bb6,f8303e6eff198d1749d04649a1eb2bb62,40.51
bb8edfe0742a6a0279b7dff848289568,canceled,2018-08-30 10:24:34,,,,,bb8edfe0742a6a0279b7dff848289568,bb8edfe0742a6a0279b7dff8482895681,72.98
b2f39212b22fb44dc0d57cdd6d1790dc,unavailable,2017-05-09 19:59:26,,,,,b2f39212b22fb44dc0d57cdd6d1790dc,b2f39212b22fb44dc0d57cdd6d1790dc1,102.03
b2fc127731e4fc8f7bd2d2c1898e59ca,unavailable,2017-06-14 10:31:55,,,,,b2fc127731e4fc8f7bd2d2c1898e59ca,b2fc127731e4fc8f7bd2d2c1898e59ca1,152.41
091deda616c370d63f0bf9a3f525fb34,unavailable,2017-08-11 11:08:53,,,,,091deda616c370d63f0bf9a3f525fb34,091deda616c370d63f0bf9a3f525fb341,95.8
1770ee9dc600eccda7bfb6c56562b91d,unavailable,2017-08-22 19:54:54,,,,,1770ee9dc600eccda7bfb6c56562b91d,1770ee9dc600eccda7bfb6c56562b91d1,120.38
b31a540b397cb096c3c5252eab692c9a,unavailable,2017-11-24 12:56:49,,,,,b31a540b397cb096c3c5252eab692c9a,b31a540b397cb096c3c5252eab692c9a1,90.71
bf3c691a76e2c8733340a8f7e251a0f1,unavailable,2018-01-12 10:35:02,,,,,bf3c691a76e2c8733340a8f7e251a0f1,bf3c691a76e2c8733340a8f7e251a0f11,112.42
af6a9f579c74afeefcd5f32733c11a32,unavailable,2018-03-23 16:45:16,,,,,af6a9f579c74afeefcd5f32733c11a32,af6a9f579c74afeefcd5f32733c11a321,33.88
3a0b1b5c52367a68f9deab55f3464a14,unavailable,2018-03-19 16:22:05,,,,,3a0b1b5c52367a68f9deab55f3464a14,3a0b1b5c52367a68f9deab55f3464a141,86.14
7a4df5d8cff4090e541401a20a22bb80,created,2017-11-25 11:10:33,,,,,7a4df5d8cff4090e541401a20a22bb80,7a4df5d8cff4090e541401a20a22bb801,37.84
4ce5e2d15628c2277ca6ed81ee60f9de,unavailable,2017-07-10 00:18:31,,,,,4ce5e2d15628c2277ca6ed81ee60f9de,4ce5e2d15628c2277ca6ed81ee60f9de1,130.94
deb556fbebd4343315d9ab970392674c,unavailable,2017-07-25 20:49:16,,,,,deb556fbebd4343315d9ab970392674c,deb556fbebd4343315d9ab970392674c1,256.24
8b08f0e729f58529ed03e763270f78d5,unavailable,2017-08-24 21:02:47,,,,,8b08f0e729f58529ed03e763270f78d5,8b08f0e729f58529ed03e763270f78d51,136.5
9f24a452d2f08d94503f8755cc845362,unavailable,2017-09-04 02:26:00,,,,,9f24a452d2f08d94503f8755cc845362,9f24a452d2f08d94503f8755cc8453621,188.38
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
44b4829b58167b697a69c8aa8eb64733,canceled,2017-03-01 11:26:37,,,,,44b4829b58167b697a69c8aa8eb64733,44b4829b58167b697a69c8aa8eb647331,103.93
672ab3776d5b25e586521469609ae774,canceled,2017-05-10 11:52:51,,,,,672ab3776d5b25e586521469609ae774,672ab3776d5b25e586521469609ae7741,159.76
66e4a36ff490014773971a6ee0b6a0e4,canceled,2017-06-20 12:39:25,,,,,66e4a36ff490014773971a6ee0b6a0e4,66e4a36ff490014773971a6ee0b6a0e41,310.9
6c16d886be4fe03174a289a4ca70a775,canceled,2018-06-05 15:06:16,,,,,6c16d886be4fe03174a289a4ca70a775,6c16d886be4fe03174a289a4ca70a7751,107.55
35de4050331c6c644cddc86f4f2d0d64,created,2017-12-05 01:07:58,,,,,35de4050331c6c644cddc86f4f2d0d64,35de4050331c6c644cddc86f4f2d0d641,105.87
35dc5c3a87f9e9cf93676b98d4bc35a2,unavailable,2017-02-14 14:26:02,,,,,35dc5c3a87f9e9cf93676b98d4bc35a2,35dc5c3a87f9e9cf93676b98d4bc35a21,208.63
793c05f561c41e8fb6599c92be8d0afd,unavailable,2017-08-11 19:18:12,,,,,793c05f561c41e8fb6599c92be8d0afd,793c05f561c41e8fb6599c92be8d0afd1,132.97
1aba68837cfafa9cc4bba58efee87d4a,unavailable,2017-10-23 10:49:50,,,,,1aba68837cfafa9cc4bba58efee87d4a,1aba68837cfafa9cc4bba58efee87d4a1,69.78
0f3b2951a363f6a201ad23e3ce2c0313,unavailable,2017-11-23 00:07:09,,,,,0f3b2951a363f6a201ad23e3ce2c0313,0f3b2951a363f6a201ad23e3ce2c03131,90.26
fd01599ab4ac4b1c1f5a5d16a7871d72,unavailable,2017-12-08 09:45:27,,,,,fd01599ab4ac4b1c1f5a5d16a7871d72,fd01599ab4ac4b1c1f5a5d16a7871d721,56.01
553fee3c21ab4328508c8e467806613e,unavailable,2018-01-12 23:57:07,,,,,553fee3c21ab4328508c8e467806613e,553fee3c21ab4328508c8e467806613e1,148.9
67b0f3d0a405fc007841f73f2792323b,unavailable,2018-07-30 21:40:41,,,,,67b0f3d0a405fc007841f73f2792323b,67b0f3d0a405fc007841f73f2792323b1,23.29
0bde826daa0bd10393e958cf5d69dd26,unavailable,2017-02-04 10:28:25,,,,,0bde826daa0bd10393e958cf5d69dd26,0bde826daa0bd10393e958cf5d69dd261,29.96
edefc0fa09c98cc491e9d2cf95ee4a5f,unavailable,2017-02-12 20:05:08,,,,,edefc0fa09c98cc491e9d2cf95ee4a5f,edefc0fa09c98cc491e9d2cf95ee4a5f1,35.96
cfce0ad0c924cecbe5fde10535420084,unavailable,2017-05-07 20:39:35,,,,,cfce0ad0c924cecbe5fde10535420084,cfce0ad0c924cecbe5fde105354200841,403.36
8c8527960c6b98fe66936cff2603d394,unavailable,2017-07-03 09:12:25,,,,,8c8527960c6b98fe66936cff2603d394,8c8527960c6b98fe66936cff2603d3941,58.78
7c496cea7613c2efe6033e93e573347f,unavailable,2017-11-23 19:46:09,,,,,7c496cea7613c2efe6033e93e573347f,7c496cea7613c2efe6033e93e573347f1,64.55
30cdf125a8d4f89d00dee4b9af9194ee,unavailable,2017-12-08 15:34:33,,,,,30cdf125a8d4f89d00dee4b9af9194ee,30cdf125a8d4f89d00dee4b9af9194ee1,76.86
b2673ed6360dc341a4728dbd632f935b,unavailable,2018-06-26 19:21:56,,,,,b2673ed6360dc341a4728dbd632f935b,b2673ed6360dc341a4728dbd632f935b1,28.13
c549f0d88f33bfe43351b893f1fb55ac,canceled,2016-10-06 13:21:05,,,,,c549f0d88f33bfe43351b893f1fb55ac,c549f0d88f33bfe43351b893f1fb55ac1,110.92
1c2c24a58f6335fa1dbda79cf2ebff74,unavailable,2017-08-17 21:54:26,,,,,1c2c24a58f6335fa1dbda79cf2ebff74,1c2c24a58f6335fa1dbda79cf2ebff741,62.78
736dca37c6d52d16556556bdd7d208ff,unavailable,2017-12-04 13:01:38,,,,,736dca37c6d52d16556556bdd7d208ff,736dca37c6d52d16556556bdd7d208ff1,112.14
a327b5ecc65060cc462211724d715367,unavailable,2017-12-08 22:41:10,,,,,a327b5ecc65060cc462211724d715367,a327b5ecc65060cc462211724d7153671,447.8
a7e225997eea4fd0df0db35b52bd9d0e,unavailable,2017-12-02 03:21:27,,,,,a7e225997eea4fd0df0db35b52bd9d0e,a7e225997eea4fd0df0db35b52bd9d0e1,115.35
453d6f15ae1c7406d6ec6a5ee3909b82,unavailable,2018-02-09 17:34:55,,,,,453d6f15ae1c7406d6ec6a5ee3909b82,453d6f15ae1c7406d6ec6a5ee3909b821,77.19
29380cfab5f9f5f233e2c71e16cadc68,unavailable,2018-05-09 16:55:09,,,,,29380cfab5f9f5f233e2c71e16cadc68,29380cfab5f9f5f233e2c71e16cadc681,34.79
3438960569bf3e42fa63f8e7bab0ac03,unavailable,2018-08-02 15:28:32,,,,,3438960569bf3e42fa63f8e7bab0ac03,3438960569bf3e42fa63f8e7bab0ac031,113.58
0ea5760bfbfe671160e0599cf68f1981,canceled,2018-07-18 09:56:16,,,,,0ea5760bfbfe671160e0599cf68f1981,0ea5760bfbfe671160e0599cf68f19811,173.58
bd35b677fd239386e9861d11ae98ab56,canceled,2018-09-17 17:21:16,,,,,bd35b677fd239386e9861d11ae98ab56,bd35b677fd239386e9861d11ae98ab561,84.58
2015fdddda0f27eaf4ebdf451d70a41e,unavailable,2017-10-19 13:52:04,,,,,2015fdddda0f27eaf4ebdf451d70a41e,2015fdddda0f27eaf4ebdf451d70a41e1,79.19
335f8f913a1d29120e07b6bb9847d73c,unavailable,2018-05-12 15:28:13,,,,,335f8f913a1d29120e07b6bb9847d73c,335f8f913a1d29120e07b6bb9847d73c1,92.76
93881917b8e0f2bf11eec7abbbfe43ec,unavailable,2018-08-11 21:38:00,,,,,93881917b8e0f2bf11eec7abbbfe43ec,93881917b8e0f2bf11eec7abbbfe43ec1,674.7
4637ca194b6387e2d538dc89b124b0ee,canceled,2018-09-03 14:14:25,,,,,4637ca194b6387e2d538dc89b124b0ee,4637ca194b6387e2d538dc89b124b0ee1,0.0
4493ce8729200aed0eca9d3ae8bcc57c,unavailable,2017-02-02 10:43:43,,,,,4493ce8729200aed0eca9d3ae8bcc57c,4493ce8729200aed0eca9d3ae8bcc57c1,192.77
32cf225a72e589313cd8d967203effc6,unavailable,2017-07-16 14:26:59,,,,,32cf225a72e589313cd8d967203effc6,32cf225a72e589313cd8d967203effc61,47.27
fbb8b95a779702d51ecf6fa530a997d4,unavailable,2017-07-06 08:47:05,,,,,fbb8b95a779702d51ecf6fa530a997d4,fbb8b95a779702d51ecf6fa530a997d41,51.69
b7be5e58fd37e6165dbb39e8362c8446,unavailable,2017-06-29 18:07:49,,,,,b7be5e58fd37e6165dbb39e8362c8446,b7be5e58fd37e6165dbb39e8362c84461,91.76
2de47e473306065fb0cd0322d8d9952b,unavailable,2017-10-25 13:15:01,,,,,2de47e473306065fb0cd0322d8d9952b,2de47e473306065fb0cd0322d8d9952b1,71.04
9c2e92a11614b3b94ef257a4eb8540d7,unavailable,2017-11-18 18:41:53,,,,,9c2e92a11614b3b94ef257a4eb8540d7,9c2e92a11614b3b94ef257a4eb8540d71,53.0
f434066a90c729686966ab151fa4c7ec,unavailable,2018-01-19 01:08:20,,,,,f434066a90c729686966ab151fa4c7ec,f434066a90c729686966ab151fa4c7ec1,55.6
bfbd0f9bdef84302105ad712db648a6c,delivered,2016-09-15 12:16:38,2016-11-09 07:47:38,bfbd0f9bdef84302105ad712db648a6c,1,44.99,,,
0cb763300f5679bee73a0b0fdfe0a2d2,canceled,2018-08-10 18:54:48,,,,,0cb763300f5679bee73a0b0fdfe0a2d2,0cb763300f5679bee73a0b0fdfe0a2d21,981.68
3a3cddda5a7c27851bd96c3313412840,canceled,2018-08-31 16:13:44,,,,,3a3cddda5a7c27851bd96c3313412840,3a3cddda5a7c27851bd96c33134128401,63.89
65959cbdb267c29a5cb0021a367df75c,unavailable,2017-02-24 18:05:34,,,,,65959cbdb267c29a5cb0021a367df75c,65959cbdb267c29a5cb0021a367df75c1,24.52
31c6c41e2949f1a20c6f8e60ac17d4fe,unavailable,2017-03-21 23:15:29,,,,,31c6c41e2949f1a20c6f8e60ac17d4fe,31c6c41e2949f1a20c6f8e60ac17d4fe1,1520.77
0667c8670e40ad2783c71d45ceb361e0,unavailable,2017-08-27 20:25:18,,,,,0667c8670e40ad2783c71d45ceb361e0,0667c8670e40ad2783c71d45ceb361e01,31.69
3b090f7fe6e2cf01b468a154dc9c546a,unavailable,2017-12-06 11:06:41,,,,,3b090f7fe6e2cf01b468a154dc9c546a,3b090f7fe6e2cf01b468a154dc9c546a1,43.58
4a1c879db7056f078a037fdf72b6d0fc,unavailable,2018-07-10 19:11:10,,,,,4a1c879db7056f078a037fdf72b6d0fc,4a1c879db7056f078a037fdf72b6d0fc1,325.82
97b22dcad89f4916db427544e655d1b2,unavailable,2017-05-15 10:57:13,,,,,97b22dcad89f4916db427544e655d1b2,97b22dcad89f4916db427544e655d1b21,339.45
f889a5a0b44adc29c5465b99395ac3c1,unavailable,2017-07-07 21:17:36,,,,,f889a5a0b44adc29c5465b99395ac3c1,f889a5a0b44adc29c5465b99395ac3c11,59.69
e8df0b08b2d6162f2a109f931d0774b6,unavailable,2017-10-08 11:02:21,,,,,e8df0b08b2d6162f2a109f931d0774b6,e8df0b08b2d6162f2a109f931d0774b61,236.03
c224c9c2f8598269441c76eca7720448,unavailable,2017-11-21 11:34:01,,,,,c224c9c2f8598269441c76eca7720448,c224c9c2f8598269441c76eca77204481,484.68
05e8a1fd3d354369a3de6e7230a3651f,unavailable,2018-02-16 16:54:07,,,,,05e8a1fd3d354369a3de6e7230a3651f,05e8a1fd3d354369a3de6e7230a3651f1,43.18
db62e0a0d6c8476c079bda2174228551,unavailable,2018-08-02 12:05:49,,,,,db62e0a0d6c8476c079bda2174228551,db62e0a0d6c8476c079bda21742285511,25.29
2bb02fdf5637a68cd5d13c78c37c3376,canceled,2018-08-09 10:55:10,,,,,2bb02fdf5637a68cd5d13c78c37c3376,2bb02fdf5637a68cd5d13c78c37c33761,27.62
2e9d8db9e132a9b5e1236618b7e8ef4a,canceled,2018-08-09 18:42:38,,,,,2e9d8db9e132a9b5e1236618b7e8ef4a,2e9d8db9e132a9b5e1236618b7e8ef4a1,87.17
dceb6ab566e0d15ffaba53ef637afa3c,unavailable,2017-01-26 16:51:32,,,,,dceb6ab566e0d15ffaba53ef637afa3c,dceb6ab566e0d15ffaba53ef637afa3c1,80.33
16b8c07980cc1e47a31ebb35d9222807,unavailable,2017-05-31 13:14:22,,,,,16b8c07980cc1e47a31ebb35d9222807,16b8c07980cc1e47a31ebb35d92228071,580.07
5bd5f0a2e24b51f1d1d6e855f9f03e3d,unavailable,2017-09-05 11:45:52,,,,,5bd5f0a2e24b51f1d1d6e855f9f03e3d,5bd5f0a2e24b51f1d1d6e855f9f03e3d1,141.53
a3beebf1efa956ba70cf01a80c483367,unavailable,2017-10-12 15:15:50,,,,,a3beebf1efa956ba70cf01a80c483367,a3beebf1efa956ba70cf01a80c4833671,87.64
a229af912d66e534353b1fa59daef44b,unavailable,2017-10-27 10:04:29,,,,,a229af912d66e534353b1fa59daef44b,a229af912d66e534353b1fa59daef44b1,258.03
adf5a3d223336c6b7965f3027bb7ddc2,unavailable,2017-11-13 20:54:32,,,,,adf5a3d223336c6b7965f3027bb7ddc2,adf5a3d223336c6b7965f3027bb7ddc21,75.44
0d2c1a413f6aa3a36b8bb940b028f930,unavailable,2017-11-23 11:14:30,,,,,0d2c1a413f6aa3a36b8bb940b028f930,0d2c1a413f6aa3a36b8bb940b028f9301,175.26
32bc13d17332ed4f07e360611c146b87,unavailable,2017-11-28 22:54:39,,,,,32bc13d17332ed4f07e360611c146b87,32bc13d17332ed4f07e360611c146b871,141.33
9a31fd9d697e9670777501f720773fd9,unavailable,2018-02-15 19:40:00,,,,,9a31fd9d697e9670777501f720773fd9,9a31fd9d697e9670777501f720773fd91,1191.5
84b8ba39037606b7b30a39d02e9e4154,unavailable,2018-06-27 19:51:02,,,,,84b8ba39037606b7b30a39d02e9e4154,84b8ba39037606b7b30a39d02e9e41541,414.97
9abe82df39e950e1e0c1a5969e22571e,canceled,2017-03-21 14:45:36,,,,,9abe82df39e950e1e0c1a5969e22571e,9abe82df39e950e1e0c1a5969e22571e1,74.49
24b425b6d0f061fcb84c1832d221e3bb,canceled,2017-08-22 09:50:59,,,,,24b425b6d0f061fcb84c1832d221e3bb,24b425b6d0f061fcb84c1832d221e3bb1,85.6
1768e7971ac449abce2917f608c8a69f,unavailable,2017-03-15 13:20:25,,,,,1768e7971ac449abce2917f608c8a69f,1768e7971ac449abce2917f608c8a69f1,148.98
4603cc4d4654635e3c16a1ac226036f4,unavailable,2017-10-12 16:18:54,,,,,4603cc4d4654635e3c16a1ac226036f4,4603cc4d4654635e3c16a1ac226036f41,197.01
d785a3d0046f381b43dd7b218998b06a,unavailable,2017-11-11 15:18:25,,,,,d785a3d0046f381b43dd7b218998b06a,d785a3d0046f381b43dd7b218998b06a1,671.58
648637c544f762334d4ce9bbe88ebe21,unavailable,2017-11-09 22:40:17,,,,,648637c544f762334d4ce9bbe88ebe21,648637c544f762334d4ce9bbe88ebe211,171.61
e2a5a9157ae607d38cdb1593f74c0686,unavailable,2017-11-24 13:40:14,,,,,e2a5a9157ae607d38cdb1593f74c0686,e2a5a9157ae607d38cdb1593f74c06861,107.96
c12a72f72509bcc1317ee119c5ade35b,unavailable,2017-11-28 12:03:07,,,,,c12a72f72509bcc1317ee119c5ade35b,c12a72f72509bcc1317ee119c5ade35b1,163.19
55f1a7153e4d67447465073ad9490f04,unavailable,2017-12-04 13:14:31,,,,,55f1a7153e4d67447465073ad9490f04,55f1a7153e4d67447465073ad9490f041,1354.8
f5e0327c97a90df59977a815f6e4453c,unavailable,2017-12-06 14:39:11,,,,,f5e0327c97a90df59977a815f6e4453c,f5e0327c97a90df59977a815f6e4453c1,93.55
798738fb83403d78d10892ac46cf8065,unavailable,2018-01-24 18:44:14,,,,,798738fb83403d78d10892ac46cf8065,798738fb83403d78d10892ac46cf80651,112.8
a9cc8ce28b99a1cc075cb04ab19010c7,unavailable,2018-01-19 02:48:54,,,,,a9cc8ce28b99a1cc075cb04ab19010c7,a9cc8ce28b99a1cc075cb04ab19010c71,89.55
f4a8cf5dcabdbe8dd7e65e1674db3015,canceled,2018-01-21 23:26:18,,,,,f4a8cf5dcabdbe8dd7e65e1674db3015,f4a8cf5dcabdbe8dd7e65e1674db30151,158.3
03310aa823a66056268a3bab36e827fb,canceled,2018-08-07 16:33:59,,,,,03310aa823a66056268a3bab36e827fb,03310aa823a66056268a3bab36e827fb1,3184.34
24f686e03e134195c83dc3e2b6bf4cd0,unavailable,2017-05-08 14:20:50,,,,,24f686e03e134195c83dc3e2b6bf4cd0,24f686e03e134195c83dc3e2b6bf4cd01,44.1
498081e5523106ea57b698fb881fb1c8,unavailable,2017-05-16 17:26:24,,,,,498081e5523106ea57b698fb881fb1c8,498081e5523106ea57b698fb881fb1c81,107.07
9566b36fbba7756a79b5d2cba4e058d9,unavailable,2017-07-10 16:47:00,,,,,9566b36fbba7756a79b5d2cba4e058d9,9566b36fbba7756a79b5d2cba4e058d91,85.52
2429083883078c31cf2337ce0dd425ee,unavailable,2017-07-06 19:25:55,,,,,2429083883078c31cf2337ce0dd425ee,2429083883078c31cf2337ce0dd425ee1,121.9
2429083883078c31cf2337ce0dd425ee,unavailable,2017-07-06 19:25:55,,,,,2429083883078c31cf2337ce0dd425ee,2429083883078c31cf2337ce0dd425ee2,331.69
77b8e495f75bbdf52e3a29bc46188eef,unavailable,2017-10-12 17:32:55,,,,,77b8e495f75bbdf52e3a29bc46188eef,77b8e495f75bbdf52e3a29bc46188eef1,35.0
5ca9d935dd5306bf85a2f1e263d058f1,unavailable,2018-02-06 16:31:59,,,,,5ca9d935dd5306bf85a2f1e263d058f1,5ca9d935dd5306bf85a2f1e263d058f11,216.05
ec60e48662eb9eaf9ae685a3afa56518,unavailable,2018-02-21 09:55:14,,,,,ec60e48662eb9eaf9ae685a3afa56518,ec60e48662eb9eaf9ae685a3afa565181,90.3
8d7e1e66103b85e9ab12cb65dafdf0e3,unavailable,2017-03-25 20:36:01,,,,,8d7e1e66103b85e9ab12cb65dafdf0e3,8d7e1e66103b85e9ab12cb65dafdf0e31,187.47
04b8c60eb3cceaecde917716daa30bde,unavailable,2017-11-27 18:35:48,,,,,04b8c60eb3cceaecde917716daa30bde,04b8c60eb3cceaecde917716daa30bde1,16.75
04b8c60eb3cceaecde917716daa30bde,unavailable,2017-11-27 18:35:48,,,,,04b8c60eb3cceaecde917716daa30bde,04b8c60eb3cceaecde917716daa30bde2,61.05
33c4ff80921c70a563083f3e317f7247,unavailable,2017-12-18 18:34:30,,,,,33c4ff80921c70a563083f3e317f7247,33c4ff80921c70a563083f3e317f72471,84.23
2b3d870a4d670c91f15668cea4fe3aa5,unavailable,2018-01-15 14:32:42,,,,,2b3d870a4d670c91f15668cea4fe3aa5,2b3d870a4d670c91f15668cea4fe3aa51,178.9
670e3b20191d3198a76069c8f9b12355,canceled,2017-02-03 00:55:24,,,,,670e3b20191d3198a76069c8f9b12355,670e3b20191d3198a76069c8f9b123551,72.12
72fcdcc4d106595993b31fc91c800113,canceled,2017-09-12 22:36:04,,,,,72fcdcc4d106595993b31fc91c800113,72fcdcc4d106595993b31fc91c8001131,145.96
b715c631fdd01580d9de3ed3759523c7,canceled,2018-02-17 20:24:59,,,,,b715c631fdd01580d9de3ed3759523c7,b715c631fdd01580d9de3ed3759523c71,112.92
a59c87e726e3c78e26769a422a140bd3,canceled,2018-02-10 12:36:33,,,,,a59c87e726e3c78e26769a422a140bd3,a59c87e726e3c78e26769a422a140bd31,85.68
a2ac6dad85cf8af5b0afb510a240fe8c,canceled,2018-10-03 18:55:29,,,,,a2ac6dad85cf8af5b0afb510a240fe8c,a2ac6dad85cf8af5b0afb510a240fe8c1,197.55
294b367987f073eb316ecef17f1078a0,unavailable,2017-09-22 10:00:20,,,,,294b367987f073eb316ecef17f1078a0,294b367987f073eb316ecef17f1078a01,75.06
190cce77a8a1f436ff7bb2e684906449,unavailable,2017-10-31 14:13:53,,,,,190cce77a8a1f436ff7bb2e684906449,190cce77a8a1f436ff7bb2e6849064491,75.44
